sample_name	fasta_file	possible_summer	mortality	mortality_code	anonymized_name	capture_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_biome_description	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_common_name	host_life_stage	host_scientific_name	host_subject_id	fecal_at capture	host_taxid	host_weight	host_weight_units	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	serum_label	btv	ehd	study_area	capture_kit	adj_age	age_percentiles	age_by2	age_by1	body_weight	weight_percentiles	weight_5kg	weight_1kg	ss_ligament	lumbar_vert	sacrum	base_of_tail	caudal_vert	max.	b_femoris	l_dorsi	title
12842.13.048	Y	.	alive	3	13.048	11/10/2013	pronghorn feces	TRUE	1997.18	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	Green21	Y	9891	42.66	kg	41.34815	-107.674	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-048 RDP	N	N	Baggs	13-048	2.5	1	2	2	42.66	1	1	42	0.25	3.5	4	3.5	3.5	2	12	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.049	Y	.	capture-related mortality	1	13.049	11/11/2013	pronghorn feces	TRUE	2078.95	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10+	years	pronghorn	adult	Antilocapra americana	Green24	Y	9891	50.66	kg	41.45143	-107.791	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-049 RDP	N	Positive	Bitter Creek	13-049	10	4	5	10	50.66	3	3	50	1	4	2.5	2.5	2.5	0	11	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.05	N	.	unk	0	13.05	11/12/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1	years	pronghorn	adult	Antilocapra americana	13.05	Y	9891	43.86	kg	41.45143	-107.791	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-050 RDP	N	N	Baggs	13-140 (whirlpack 13-050)	1	1	1	1	43.86	1	1	43	1	3.5	3.5	3.5	3	0	13	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.051	Y	.	alive	3	13.051	11/11/2013	pronghorn feces	TRUE	2031.65	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5.5	years	pronghorn	adult	Antilocapra americana	Green25	N	9891	44.66	kg	41.43769	-107.871	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-051 RDP	N	N	Bitter Creek	13-051	5.5	3	3	5	44.66	1	1	44	1	4	3.5	2.5	2.5	0	13	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.052	Y	.	alive	3	13.052	11/11/2013	pronghorn feces	TRUE	2063.58	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	Green20	Y	9891	44.96	kg	41.47805	-107.839	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-052 RDP	N	N	Bitter Creek	13-052	2.5	1	2	2	44.96	1	1	44	0.375	4	4	4	4	2	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.053	Y	.	non-capture-related mortality	2	13.053	11/10/2013	pronghorn feces	TRUE	2100.79	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4.5	years	pronghorn	adult	Antilocapra americana	Green16	N	9891	47.46	kg	41.28104	-107.571	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-053 RDP	N	N	Baggs	13-053	4.5	2	3	4	47.46	2	2	47	1	3.5	3.5	3	3	0	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.054	Y	.	alive	3	13.054	11/10/2013	pronghorn feces	TRUE	1984.91	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	White24	Y	9891	44.26	kg	41.29956	-107.67	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-054 RDP	N	N	Baggs	13-054	7	4	4	7	44.26	1	1	44	1	2.5	3	2.5	2.5	0	13	32	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.055	Y	6/16/14 likely hers	non-capture-related mortality	2	13.055	11/12/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7.5	years	pronghorn	adult	Antilocapra americana	Purple13	N	9891	47.46	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-055 RDP	N	N	Bitter Creek	13-055	7.5	4	4	7	47.46	2	2	47	1	3.5	3.5	2.5	2.5	0	11	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.056	Y	.	alive	3	13.056	11/14/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10	years	pronghorn	adult	Antilocapra americana	Purple09	Y	9891	54.06	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-056 RDP	N	N	Red desert	13-056	10	4	5	10	54.06	4	3	54	1	4	4	2.5	2.5	0	13	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.057	Y	.	non-capture-related mortality	2	13.057	11/13/2013	pronghorn feces	TRUE	2162.11	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Yellow06	Y	9891	49.06	kg	42.21226	-108.711	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-057 RDP	Positive	N	Red desert	13-057	4	2	2	4	49.06	2	2	49	0.75	4	4	2.5	2.5	1	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.058	Y	.	alive	3	13.058	11/13/2013	pronghorn feces	TRUE	2179.33	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	Orange12	Y	9891	54.66	kg	42.22048	-108.758	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-058 RDP	Positive	Positive	Red desert	13-058	8	4	4	8	54.66	4	3	54	1.25	3	3	2	2	0	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.059	Y	.	alive	3	13.059	11/13/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple10	Y	9891	51.86	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-059 RDP	N	N	Red desert	13-059	4	2	2	4	51.86	3	3	51	1	4	4	2.5	2.5	0	10	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.06	Y	.	non-capture-related mortality	2	13.06	11/11/2013	pronghorn feces	TRUE	2066.49	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8.5	years	pronghorn	adult	Antilocapra americana	Red12	Y	9891	47.46	kg	41.43031	-107.785	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-060 RDP	Positive	N	Bitter Creek	13-060	8.5	4	5	8	47.46	2	2	47	1.25	4	2	1.5	1.5	0	11	33	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.061	Y	6/8/14 likely hers	alive	3	13.061	11/12/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple01	Y	9891	54.36	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-061 RDP	Positive	N	Bitter Creek	13-061	4	2	2	4	54.36	4	3	54	1	3.5	3	2.5	3	0	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.062	Y	.	alive	3	13.062	11/10/2013	pronghorn feces	TRUE	2009.18	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2	years	pronghorn	adult	Antilocapra americana	Orange10	Y	9891	48.46	kg	41.33898	-107.755	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-062 RDP	N	Positive	Baggs	13-062	2	1	1	2	48.46	2	2	48	0.875	3	3	3	3	0	14	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.063	Y	.	non-capture-related mortality	2	13.063	11/14/2013	pronghorn feces	TRUE	2104.31	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3	years	pronghorn	adult	Antilocapra americana	White16	Y	9891	46.46	kg	42.14684	-108.633	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-063 RDP	N	N	Red desert	13-063	3	1	2	3	46.46	1	2	46	1	4	4	2.5	2.5	0	14	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.065	Y	.	alive	3	13.065	11/12/2013	pronghorn feces	TRUE	2062.84	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	Orange19	Y	9891	55.06	kg	41.51485	-107.893	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-065 RDP	N	Positive	Bitter Creek	13-065	7	4	4	7	55.06	4	4	55	0.5	4	4	3	3	2	12	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.066	Y	.	alive	3	13.066	11/11/2013	pronghorn feces	TRUE	2082.07	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4.5	years	pronghorn	adult	Antilocapra americana	Yellow02	Y	9891	47.86	kg	41.36917	-107.611	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-066 RDP	Positive	N	Baggs	13-066	4.5	2	3	4	47.86	2	2	47	0	4	5	5	5	4	12	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.067	Y	.	unk	0	13.067	11/13/2013	pronghorn feces	TRUE	2210.39	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	White17	N	9891	44.46	kg	42.21553	-108.821	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-067 RDP	N	N	Red desert	13-067	5	3	3	5	44.46	1	1	44	1.25	3.5	3.5	1.5	1.5	0	11	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.068	Y	.	alive	3	13.068	11/10/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	NR	years	pronghorn	adult	Antilocapra americana	Purple03	N	9891	48.06	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-068 RDP	Positive	Positive	Baggs	13-068	NR	NR	NR	NR	48.06	2	2	48	0.75	3.5	4	3.5	3.5	0	14	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.071	Y	.	non-capture related mortality	2	13.071	11/11/2013	pronghorn feces	TRUE	2022.79	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	White23	Y	9891	48.06	kg	41.34957	-107.647	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-071 RDP	N	N	Baggs	13-071	3.5	1	2	3	48.06	2	2	48	0.375	4	4	4	4	2	13	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.072	Y	.	non-capture-related mortality	2	13.072	11/10/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple04	N	9891	44.66	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-072 RDP	N	N	Baggs	13-072	4	2	2	4	44.66	1	1	44	1	3.5	3.5	3	3	0	12	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.073	Y	.	non-capture-related mortality	2	13.073	11/11/2013	pronghorn feces	TRUE	2029.65	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	Orange11	Y	9891	45.86	kg	41.34704	-107.643	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-073 RDP	Positive	Positive	Baggs	13-073	2.5	1	2	2	45.86	1	2	45	0.5	4	4.5	4.5	4.5	2	11	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.074	Y	.	unk	0	13.074	11/11/2013	pronghorn feces	TRUE	2028.47	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Red09	Y	9891	56.46	kg	41.34966	-107.646	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-074 RDP	N	N	Baggs	13-074	4	2	2	4	56.46	4	4	56	1	4	4	3	3	0	12	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.075	N	.	capture-related mortality	1	13.075	11/12/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1.5	years	pronghorn	adult	Antilocapra americana	13.075	Y	9891	43.36	kg	41.34966	-107.646	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-075 RDP	N	N	Red desert	13-075	1.5	1	1	1	43.36	1	1	43	1	4	4	2	2	0	11	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.076	Y	.	alive	3	13.076	11/12/2013	pronghorn feces	TRUE	2062.72	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10+	years	pronghorn	adult	Antilocapra americana	White15	Y	9891	41.36	kg	41.51478	-107.893	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-076 RDP	N	N	Bitter Creek	13-076	10	4	5	10	41.36	1	1	41	1	3	3.5	2	2	1	12	35	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.077	Y	.	non-capture-related mortality	2	13.077	11/13/2013	pronghorn feces	TRUE	2180.92	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Green13	Y	9891	55.86	kg	42.2011	-108.778	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-077 RDP	N	N	Red desert	13-077	4	2	2	4	55.86	4	4	55	0	5	5	5	5	6	13	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.078	Y	.	non-capture-related mortality	2	13.078	11/13/2013	pronghorn feces	TRUE	2215.63	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4.5	years	pronghorn	adult	Antilocapra americana	Green11	Y	9891	45.86	kg	42.20875	-108.818	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-078 RDP	Positive	N	Red desert	13-078	4.5	2	3	4	45.86	1	2	45	1	3.5	4	2.5	2.5	0	13	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.079	Y	.	alive	3	13.079	11/13/2013	pronghorn feces	TRUE	2061.21	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4.5	years	pronghorn	adult	Antilocapra americana	Green19	Y	9891	50.06	kg	42.01192	-108.54	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-079 RDP	N	N	Red desert	13-079	4.5	2	3	4	50.06	3	3	50	1	3.5	4	2	2	0	12	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.08	Y	.	alive	3	13.08	11/13/2013	pronghorn feces	TRUE	2128.08	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4+	years	pronghorn	adult	Antilocapra americana	Orange07	Y	9891	53.56	kg	42.19078	-108.68	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-080 RDP	Positive	N	Red desert	13-080 (blood tubes 13-103)	4	2	2	4	53.56	4	3	53	0.75	3.5	4	3	3	1	11	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.081	Y	.	non-capture-related mortality	2	13.081	11/14/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2	years	pronghorn	adult	Antilocapra americana	Purple07	Y	9891	42.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-081 RDP	N	N	Red desert	13-081	2	1	1	2	42.96	1	1	42	1	3.5	4	2.5	2.5	0	11	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.084	Y	.	alive	3	13.084	11/14/2013	pronghorn feces	TRUE	2060.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10+	years	pronghorn	adult	Antilocapra americana	Orange16	Y	9891	55.16	kg	42.01679	-108.551	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-084 RDP	N	N	Red desert	13-084	10	4	5	10	55.16	4	4	55	1	3	3.5	1.75	1.5	0	13	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.086	Y	6/9/14 no notes	alive	3	13.086	11/12/2013	pronghorn feces	TRUE	2140.75	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Orange01	Y	9891	46.46	kg	41.6063	-107.827	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-086 RDP	N	N	Bitter Creek	13-086	6	3	3	6	46.46	1	2	46	1	4	3	2.5	2.5	0	12	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.087	Y	.	capture-related mortality	1	13.087	11/13/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2	years	pronghorn	adult	Antilocapra americana	Purple11	Y	9891	48.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-087 RDP	Positive	N	Red desert	13-087	2	1	1	2	48.96	2	2	48	0.75	3.5	4	2.5	2.5	0	12	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.088	Y	.	alive	3	13.088	11/12/2013	pronghorn feces	TRUE	2157.59	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1	years	pronghorn	adult	Antilocapra americana	Yellow07	Y	9891	48.46	kg	41.57323	-107.789	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-088 RDP	Positive	Positive	Bitter Creek	13-088	1	1	1	1	48.46	2	2	48	1	4	3.5	3	3	0	12	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.089	Y	.	alive	3	13.089	11/14/2013	pronghorn feces	TRUE	2118.76	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	White10	Y	9891	48.96	kg	42.16448	-108.667	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-089 RDP	N	N	Red desert	13-089	3.5	1	2	3	48.96	2	2	48	0.75	4	4	3	3	0	14	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.09	Y	.	unk	0	13.09	11/13/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1.5	years	pronghorn	adult	Antilocapra americana	Purple25	Y	9891	45.86	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-090 RDP	N	N	Red desert	13-090	1.5	1	1	1	45.86	1	2	45	0.5	4	4	2.5	2.5	1	10	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.091	Y	6/8/14 no notes	non-capture-related mortality	2	13.091	11/12/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Purple16	Y	9891	50.36	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-091 RDP	N	Positive	Bitter Creek	13-091	6	3	3	6	50.36	3	3	50	1.5	2	2	1	1	0	12	32	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.092	Y	.	non-capture-related mortality	2	13.092	11/13/2013	pronghorn feces	TRUE	2156.63	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	Green15	Y	9891	52.26	kg	42.08226	-108.726	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-092 RDP	N	N	Red desert	13-092	7	4	4	7	52.26	4	3	52	0.75	3.5	3.5	2.5	2.5	0	14	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.093	Y	.	alive	3	13.093	11/10/2013	pronghorn feces	TRUE	2107.35	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8+	years	pronghorn	adult	Antilocapra americana	White11	N	9891	47.96	kg	41.28935	-107.566	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-093 RDP	N	N	Baggs	13-093	8	4	4	8	47.96	2	2	47	0.75	3.5	4	3	3	0	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.094	N	.	capture-related mortality	1	13.094	11/11/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	13.094	N	9891	48.56	kg	41.28935	-107.566	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-094 RDP	Positive	N	Bitter Creek	13-094	4	2	2	4	48.56	2	2	48	1.25	3.5	4	2	1.5	0	14	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.096	Y	.	non-capture-related morttality	2	13.096	11/10/2013	pronghorn feces	TRUE	2010.72	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Orange08	N	9891	50.96	kg	41.34869	-107.683	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-096 RDP	N	N	Baggs	13-096	4	2	2	4	50.96	3	3	50	1	3.5	3.5	3	3	0	14	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.097	Y	6/8/14 no notes	alive	3	13.097	11/12/2013	pronghorn feces	TRUE	2074.33	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	Orange18	Y	9891	54.26	kg	41.5107	-107.826	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-097 RDP	N	N	Bitter Creek	13-097	3.5	1	2	3	54.26	4	3	54	0.75	4	3.5	2.5	2.5	0	13	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.098	Y	.	alive	3	13.098	11/10/2013	pronghorn feces	TRUE	2008.82	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	White04	Y	9891	49.96	kg	41.25551	-107.619	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-098 RDP	N	N	Baggs	13-098	6	3	3	6	49.96	3	2	49	1	4	3	3	2.5	0	13	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.1	Y	.	alive	3	13.1	11/14/2013	pronghorn feces	TRUE	2142.7	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	White22	Y	9891	NR	kg	42.10639	-108.697	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-100 RDP	N	N	Red desert	13-100	8	4	4	8	NR	NR	NR	NR	1.5	3	2.5	1.25	1.25	0	12	31	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.101	Y	.	alive	3	13.101	11/12/2013	pronghorn feces	TRUE	2104.28	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5.5	years	pronghorn	adult	Antilocapra americana	Orange23	Y	9891	56.16	kg	41.6718	-107.862	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-101 RDP	N	N	Bitter Creek	13-101	5.5	3	3	5	56.16	4	4	56	1	4	4	3	3	0	11	45	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.102	Y	8/3/14 hers	alive	3	13.102	11/12/2013	pronghorn feces	TRUE	2109.23	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	White19	Y	9891	46.46	kg	41.55457	-107.82	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-102 RDP	N	N	Bitter Creek	13-102	2.5	1	2	2	46.46	1	2	46	1.25	3	3.5	1.75	1.75	0	11	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
